symbol,date,year,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
HMC,2015-03-31,2015,33.53,10940778588.0,366844306055.64,1471730000.0,377372000.0,365749948055.64
HMC,2016-03-31,2016,26.96,6861389988.0,184983074076.48,1757456000.0,384614000.0,183610232076.48
HMC,2017-03-31,2017,29.1,8098511465.0,235666683631.5,2105976000.0,417736000.0,233978443631.5
HMC,2018-03-31,2018,34.36,4447155784.0,152804272738.24,2256488000.0,404719000.0,150952503738.24
HMC,2019-03-31,2019,27.89,5604513453.0,156309880204.17,2494121000.0,476300000.0,154292059204.17
HOFT,2009-02-01,2009,6.61,11060000.0,73106600.0,11804000.0,2279000.0,63581600.0
HOFT,2010-01-31,2010,13.32,10753000.0,143229960.0,37995000.0,1953000.0,107187960.0
HOFT,2011-01-30,2011,12.9,10757.0,138765.30000000002,16623000.0,1111000.0,-15373234.7
HOFT,2012-01-29,2012,12.29,10762000.0,132264979.99999999,40355000.0,792000.0,92701979.99999999
HOFT,2013-02-03,2013,15.96,10745000.0,171490200.0,26342000.0,2531000.0,147679200.0
HOFT,2014-02-02,2014,15.05,10722000.0,161366100.0,23882000.0,759000.0,138243100.0
HOFT,2015-02-01,2015,18.4,10736000.0,197542399.99999997,38663000.0,813000.0,159692399.99999997
HOFT,2016-01-31,2016,32.17,10779000.0,346760430.0,53922000.0,694000.0,293532430.0
HOFT,2017-01-29,2017,33.0,11531000.0,380523000.0,39792000.0,47589000.0,388320000.0
HOFT,2018-01-28,2018,37.85,11633000.0,440309050.0,30915000.0,53306000.0,462700050.0
HOFT,2019-02-03,2019,31.1,11759000.0,365704900.0,11435000.0,35457000.0,389726900.0
HOG,2009-12-31,2009,22.74,233685714.0,5314013136.36,1630433000.0,379998000.0,4063578136.3599997
HOG,2010-12-31,2010,39.37,233312.0,9185493.44,1021933000.0,2997122000.0,1984374493.44
HOG,2011-12-31,2011,43.91,232889000.0,10226155990.0,1526950000.0,2796787000.0,11495992990.0
HOG,2012-12-31,2012,53.0,227119000.0,12037307000.0,1068138000.0,4807706000.0,15776875000.0
HOG,2013-12-31,2013,63.19,222475000.0,14058195250.0,1066612000.0,4592853000.0,17584436250.0
HOG,2014-12-31,2014,61.7,216305000.0,13346018500.0,906680000.0,4772843000.0,17212181500.0
HOG,2015-12-31,2015,40.0,202681000.0,8107240000.0,722209000.0,5689008000.0,13074039000.0
HOG,2016-12-31,2016,57.92,179676000.0,10406833920.0,759984000.0,5751859000.0,15398708920.0
HOG,2017-12-31,2017,50.84,171995000.0,8744225800.0,687521000.0,5714527000.0,13771231800.0
HOG,2018-12-31,2018,36.48,165672000.0,6043714559.999999,1203766000.0,6463466000.0,11303414560.0
HOG,2019-12-31,2019,33.98,158354826.0,5380896987.48,833868000.0,1143990000.0,5691018987.48
HOV,2009-10-31,2009,98.25,78238000.0,7686883500.0,419955000.0,1777779000.0,9044707500.0
HOV,2010-10-31,2010,92.75,78691000.0,7298590250.0,359124000.0,1640315000.0,8579781250.0
HOV,2011-10-31,2011,35.25,100444000.0,3540651000.0,250740000.0,1624101000.0,4914012000.0
HOV,2012-10-31,2012,130.5,126350000.0,16488675000.0,273232000.0,1564838000.0,17780281000.0
HOV,2013-10-31,2013,128.25,145087000.0,18607407750.0,329204000.0,1870459000.0,20148662750.0
HOV,2014-10-31,2014,107.5,146271000.0,15724132500.0,261898000.0,358671000.0,15820905500.0
HOV,2015-10-31,2015,45.75,146899000.0,6720629250.0,253745000.0,94000000.0,6560884250.0
HOV,2016-10-31,2016,49.25,147451000.0,7261961750.0,346765000.0,104000000.0,7019196750.0
HOV,2017-10-31,2017,71.25,147703000.0,10523838750.0,469320000.0,1661509000.0,11716027750.0
HOV,2018-10-31,2018,31.75,148515000.0,4715351250.0,187871000.0,1694646000.0,6222126250.0
HOV,2019-10-31,2019,22.3,5968000.0,133086400.0,130976000.0,1681518000.0,1683628400.0
HRB,2009-04-30,2009,14.6,315372077.0,4604432324.2,1654663000.0,705945000.0,3655714324.2
HRB,2010-04-30,2010,16.08,0.0,0.0,1804045000.0,756577000.0,-1047468000.0
HRB,2011-04-30,2011,15.97,309230000.0,4938403100.0,1677844000.0,1053191000.0,4313750100.0
HRB,2012-04-30,2012,15.38,297863000.0,4581132940.0,1944334000.0,1040549000.0,3677347940.0
HRB,2013-04-30,2013,29.68,273057000.0,8104331760.0,1747584000.0,906680000.0,7263427760.0
HRB,2014-04-30,2014,29.78,273830000.0,8154657400.0,2185307000.0,906474000.0,6875824400.0
HRB,2015-04-30,2015,31.73,275033000.0,8726797090.0,2007190000.0,506088000.0,7225695090.0
HRB,2016-04-30,2016,20.97,249009000.0,5221718730.0,896801000.0,1502751000.0,5827668730.0
HRB,2017-04-30,2017,26.29,212809000.0,5594748610.0,1011331000.0,1493998000.0,6077415610.0
HRB,2018-04-30,2018,28.1,208824000.0,5867954400.0,1544944000.0,1495635000.0,5818645400.0
HRB,2019-04-30,2019,26.66,205372000.0,5475217520.0,1572150000.0,1697605000.0,5600672520.0
HVT,2009-12-31,2009,12.33,20895000.0,257635350.0,44466000.0,357000.0,213526350.0
HVT,2010-12-31,2010,11.98,21651282.0,259382358.36,58045000.0,525000.0,201862358.36
HVT,2011-12-31,2011,12.45,18633.0,231980.84999999998,49585000.0,13046000.0,-36307019.15
HVT,2012-12-31,2012,17.73,19096000.0,338572080.0,53550000.0,19354000.0,304376080.0
HVT,2013-12-31,2013,27.85,19865000.0,553240250.0,83185000.0,17155000.0,487210250.0
HVT,2014-12-31,2014,24.43,20426000.0,499007180.0,65481000.0,49065000.0,482591180.0
HVT,2015-12-31,2015,18.95,20430000.0,387148500.0,70659000.0,53125000.0,369614500.0
HVT,2016-12-31,2016,21.8,19492000.0,424925600.0,63481000.0,55474000.0,416918600.0
HVT,2017-12-31,2017,22.95,19381000.0,444793950.0,79491000.0,54591000.0,419893950.0
HVT,2018-12-31,2018,20.18,19182000.0,387092760.0,71537000.0,50803000.0,366358760.0
HVT,2019-12-31,2019,20.43,19877272.0,406092666.96,75739000.0,179005000.0,509358666.96
HZO,2009-09-30,2009,6.81,18685423.0,127247730.63,25508000.0,29328000.0,131067730.63
HZO,2010-09-30,2010,7.48,22597953.0,169032688.44,16539000.0,118568000.0,271061688.44
HZO,2011-09-30,2011,8.24,0.0,0.0,19386000.0,144506000.0,125120000.0
HZO,2012-09-30,2012,7.99,0.0,0.0,23617000.0,143913000.0,120296000.0
HZO,2013-09-30,2013,15.05,23253992.0,349972579.6,23756000.0,142801000.0,469017579.6
HZO,2014-09-30,2014,18.75,23916238.0,448429462.5,27839000.0,144024000.0,564614462.5
HZO,2015-09-30,2015,15.8,24466243.0,386566639.40000004,32611000.0,157150000.0,511105639.40000004
HZO,2016-09-30,2016,19.3,24203947.0,467136177.1,38585000.0,192153000.0,620704177.1
HZO,2017-09-30,2017,15.2,23966611.0,364292487.2,41952000.0,287223000.0,609563487.2
HZO,2018-09-30,2018,22.0,22269378.0,489926316.0,48822000.0,245875000.0,686979316.0
HZO,2019-09-30,2019,15.41,22294114.0,343552296.74,38511000.0,354914000.0,659955296.74
IHG,2009-12-31,2009,21.9,0.0,0.0,40000000.0,0.0,-40000000.0
IHG,2010-12-31,2010,32.07,0.0,0.0,78000000.0,0.0,-78000000.0
IHG,2011-12-31,2011,31.44,0.0,0.0,182000000.0,0.0,-182000000.0
IHG,2012-12-31,2012,41.99,0.0,0.0,195000000.0,0.0,-195000000.0
IHG,2013-12-31,2013,47.2,0.0,0.0,134000000.0,0.0,-134000000.0
IHG,2014-12-31,2014,52.56,0.0,0.0,162000000.0,0.0,-162000000.0
IHG,2015-12-31,2015,43.81,0.0,0.0,1137000000.0,0.0,-1137000000.0
IHG,2016-12-31,2016,51.17,0.0,0.0,206000000.0,0.0,-206000000.0
IHG,2017-12-31,2017,70.68,0.0,0.0,168000000.0,0.0,-168000000.0
IHG,2018-12-31,2018,58.67,0.0,0.0,704000000.0,0.0,-704000000.0
IHG,2019-12-31,2019,61.61,0.0,0.0,195000000.0,0.0,-195000000.0
IMAX,2009-12-31,2009,12.8,102211468.0,1308306790.4,0.0,0.0,1308306790.4
IMAX,2010-12-31,2010,25.57,-1444025.0,-36923719.25,30390000.0,0.0,-67313719.25
IMAX,2011-12-31,2011,20.85,64503864.0,1344905564.4,18138000.0,110166000.0,1436933564.4
IMAX,2012-12-31,2012,23.63,65854106.0417,1556132525.7653708,21336000.0,22000000.0,1556796525.7653708
IMAX,2013-12-31,2013,27.36,67151025.0,1837252044.0,29546000.0,0.0,1807706044.0
IMAX,2014-12-31,2014,33.33,68345924.0,2277969646.92,106503000.0,9420000.0,2180886646.92
IMAX,2015-12-31,2015,31.06,69526.0,2159477.56,317449000.0,59334000.0,-255955522.44
IMAX,2016-12-31,2016,32.45,67575.0,2192808.75,204759000.0,27316000.0,-175250191.25
IMAX,2017-12-31,2017,19.25,65380.0,1258565.0,158725000.0,25357000.0,-132109435.0
IMAX,2018-12-31,2018,20.84,63075.0,1314483.0,141590000.0,37753000.0,-102522517.0
IMAX,2019-12-31,2019,17.14,61310000.0,1050853400.0,109484000.0,18229000.0,959598400.0
IP,2009-12-31,2009,22.59,1962025316.0,44322151888.44,1892000000.0,608000000.0,43038151888.44
IP,2010-12-31,2010,28.05,429800000.0,12055890000.0,2073000000.0,8671000000.0,18653890000.0
IP,2011-12-31,2011,30.66,432200000.0,13251252000.0,3994000000.0,9908000000.0,19165252000.0
IP,2012-12-31,2012,41.19,435200000.0,17925888000.0,1302000000.0,10140000000.0,26763888000.0
IP,2013-12-31,2013,46.46,443300000.0,20595718000.0,1802000000.0,9488000000.0,28281718000.0
IP,2014-12-31,2014,52.66,427700000.0,22522682000.0,1881000000.0,9373000000.0,30014682000.0
IP,2015-12-31,2015,34.21,417400000.0,14279254000.0,1050000000.0,9326000000.0,22555254000.0
IP,2016-12-31,2016,56.89,411100000.0,23387479000.0,1033000000.0,11314000000.0,33668479000.0
IP,2017-12-31,2017,64.2,412700000.0,26495340000.0,1018000000.0,11157000000.0,36634340000.0
IP,2018-12-31,2018,47.31,409100000.0,19354521000.0,589000000.0,10654000000.0,29419521000.0
IP,2019-12-31,2019,42.19,2084584584.0,87948623598.95999,511000000.0,336000000.0,87773623598.95999
IPG,2009-12-31,2009,6.46,468000000.0,3023280000.0,2495000000.0,1946000000.0,2474280000.0
IPG,2010-12-31,2010,10.72,473600000.0,5076992000.0,2675700000.0,1622200000.0,4023492000.0
IPG,2011-12-31,2011,10.45,465500000.0,4864475000.0,2302700000.0,1615700000.0,4177475000.0
IPG,2012-12-31,2012,12.04,432500000.0,5207300000.0,2574800000.0,2277400000.0,4909900000.0
IPG,2013-12-31,2013,16.57,421100000.0,6977627000.0,1636800000.0,1483400000.0,6824227000.0
IPG,2014-12-31,2014,19.94,419200000.0,8358848000.000001,1660600000.0,1625600000.0,8323848000.000001
IPG,2015-12-31,2015,22.44,408100000.0,9157764000.0,1502900000.0,1612200000.0,9267064000.0
IPG,2016-12-31,2016,23.91,397900000.0,9513789000.0,1097600000.0,1604600000.0,10020789000.0
IPG,2017-12-31,2017,21.7,389600000.0,8454320000.0,790900000.0,1287600000.0,8951020000.0
IPG,2018-12-31,2018,22.72,383300000.0,8708576000.0,673400000.0,3660300000.0,11695476000.0
IPG,2019-12-31,2019,23.2,386100000.0,8957520000.0,1192200000.0,3273900000.0,11039220000.0
JACK,2009-09-27,2009,18.68,56795000.0,1060930600.0,53002000.0,67977000.0,1075905600.0
JACK,2010-10-03,2010,23.77,0.0,0.0,10607000.0,13781000.0,3174000.0
JACK,2011-10-02,2011,19.99,49302000.0,985546979.9999999,11424000.0,468498000.0,1442620980.0
JACK,2012-09-30,2012,25.67,43999000.0,1129454330.0,8469000.0,421228000.0,1542213330.0
JACK,2013-09-29,2013,40.65,43351000.0,1762218150.0,9644000.0,370282000.0,2122856150.0
JACK,2014-09-28,2014,70.98,40781000.0,2894635380.0,10578000.0,507883000.0,3391940380.0
JACK,2015-09-27,2015,75.21,37587000.0,2826918270.0,17743000.0,715256000.0,3524431270.0
JACK,2016-10-02,2016,93.94,33735000.0,3169065900.0,17030000.0,995086000.0,4147121900.0
JACK,2017-10-01,2017,103.51,30630000.0,3170511300.0,7642000.0,1145315000.0,4308184300.0
JACK,2018-09-30,2018,79.36,28499000.0,2261680640.0,2705000.0,1069755000.0,3328730640.0
JACK,2019-09-29,2019,83.57,25823000.0,2158028110.0,125536000.0,1275148000.0,3307640110.0
JOUT,2009-10-02,2009,8.75,9165000.0,80193750.0,27895000.0,15474000.0,67772750.0
JOUT,2010-10-01,2010,14.28,9267000.0,132332760.0,33316000.0,8871000.0,107887760.0
JOUT,2011-09-30,2011,18.45,8045000.0,148430250.0,44514000.0,14972000.0,118888250.0
JOUT,2012-09-28,2012,20.02,8155000.0,163263100.0,58904000.0,8860000.0,113219100.0
JOUT,2013-09-27,2013,27.45,8305000.0,227972250.0,55694000.0,8333000.0,180611250.0
JOUT,2014-10-03,2014,30.05,8420000.0,253021000.0,70793000.0,7791000.0,190019000.0
JOUT,2015-10-02,2015,21.43,8515000.0,182476450.0,69159000.0,7430000.0,120747450.0
JOUT,2016-09-30,2016,36.08,8627000.0,311262160.0,87294000.0,7389000.0,231357160.0
JOUT,2017-09-29,2017,73.44,8675000.0,637092000.0,63810000.0,0.0,573282000.0
JOUT,2018-09-28,2018,74.67,8730000.0,651869100.0,121877000.0,12566000.0,542558100.0
JOUT,2019-09-27,2019,59.81,8782000.0,525251420.0,172382000.0,8275000.0,361144420.0
JWN,2009-01-31,2009,12.86,554594594.0,7132086478.84,72000000.0,299000000.0,7359086478.84
JWN,2010-01-30,2010,37.59,0.0,0.0,795000000.0,356000000.0,-439000000.0
JWN,2011-01-29,2011,45.26,218800000.0,9902888000.0,1506000000.0,2781000000.0,11177888000.0
JWN,2012-01-28,2012,53.89,213500000.0,11505515000.0,1877000000.0,3647000000.0,13275515000.0
JWN,2013-02-02,2013,53.82,203000000.0,10925460000.0,1285000000.0,3131000000.0,12771460000.0
JWN,2014-02-01,2014,61.21,194500000.0,11905345000.0,1194000000.0,3113000000.0,13824345000.0
JWN,2015-01-31,2015,80.68,190000000.0,15329200000.000002,827000000.0,3131000000.0,17633200000.0
JWN,2016-01-30,2016,51.32,186300000.0,9560916000.0,595000000.0,2805000000.0,11770916000.0
JWN,2017-01-28,2017,47.61,173200000.0,8246052000.0,1007000000.0,2774000000.0,10013052000.0
JWN,2018-02-03,2018,51.9,166800000.0,8656920000.0,1181000000.0,2737000000.0,10212920000.0
JWN,2019-02-02,2019,45.47,167300000.0,7607131000.0,957000000.0,2685000000.0,9335131000.0
KAR,2009-12-31,2009,5.25,109523809.0,574999997.25,363000000.0,56000000.0,267999997.25
KAR,2010-12-31,2010,5.55,132692307.0,736442303.85,119000000.0,57000000.0,674442303.85
KAR,2011-12-31,2011,5.36,0.0,0.0,97400000.0,1902800000.0,1805400000.0
KAR,2012-12-31,2012,7.99,136500000.0,1090635000.0,108700000.0,1818300000.0,2800235000.0
KAR,2013-12-31,2013,10.54,137900000.0,1453466000.0,191600000.0,1767200000.0,3029066000.0
KAR,2014-12-31,2014,12.91,140200000.0,1809982000.0,152900000.0,1754300000.0,3411382000.0
KAR,2015-12-31,2015,12.65,140100000.0,1772265000.0,155000000.0,1873200000.0,3490465000.0
KAR,2016-12-31,2016,17.19,137600000.0,2365344000.0,201800000.0,2470300000.0,4633844000.0
KAR,2017-12-31,2017,20.59,136300000.0,2806417000.0,317200000.0,2680100000.0,5169317000.0
KAR,2018-12-31,2018,19.68,134300000.0,2643024000.0,337100000.0,2667400000.0,4973324000.0
KAR,2019-12-31,2019,21.57,268571428.0,5793085701.96,507000000.0,72000000.0,5358085701.96
KBH,2009-11-30,2009,13.82,76529323.0,1057635243.86,1174715000.0,1820370000.0,1703290243.8600001
KBH,2010-11-30,2010,13.45,0.0,0.0,904401000.0,1775529000.0,871128000.0
KBH,2011-11-30,2011,6.72,0.0,0.0,415050000.0,1583571000.0,1168521000.0
KBH,2012-11-30,2012,15.37,77106000.0,1185119220.0,524765000.0,3445630000.0,4105984220.0
KBH,2013-11-30,2013,18.13,82630000.0,1498081900.0,532523000.0,4300996000.0,5266554900.0
KBH,2014-11-30,2014,16.15,89265000.0,1441629749.9999998,358768000.0,5153050000.0,6235911750.0
KBH,2015-11-30,2015,12.49,92054000.0,1149754460.0,560341000.0,5251072000.0,5840485460.0
KBH,2016-11-30,2016,15.81,85706000.0,1355011860.0,593000000.0,5280298000.0,6042309860.0
KBH,2017-11-30,2017,31.95,85842000.0,2742651900.0,720861000.0,4649690000.0,6671480900.0
KBH,2018-11-30,2018,19.28,87773000.0,1692263440.0,575119000.0,4120526000.0,5237670440.0
KBH,2019-11-30,2019,33.98,87996000.0,2990104079.9999995,454858000.0,3497494000.0,6032740080.0
KMX,2009-04-09,2009,12.58,217537000.0,2736615460.0,140597000.0,56671000.0,2652689460.0
KMX,2010-02-28,2010,25.91,219527000.0,5687944570.0,18278000.0,95440000.0,5765106570.0
KMX,2011-02-28,2011,34.59,223449000.0,7729100910.000001,41121000.0,29122000.0,7717101910.000001
KMX,2012-02-29,2012,34.65,226282000.0,7840671300.0,442658000.0,129916000.0,7527929300.0
KMX,2013-02-28,2013,41.7,228095000.0,9511561500.0,449364000.0,148176000.0,9210373500.0
KMX,2014-02-28,2014,45.67,223589000.0,10211309630.0,627901000.0,203170000.0,9786578630.0
KMX,2015-02-28,2015,69.22,215617000.0,14925008740.0,27606000.0,310000000.0,15207402740.0
KMX,2016-02-29,2016,50.81,203275000.0,10328402750.0,37394000.0,715428000.0,11006436750.0
KMX,2017-02-28,2017,60.06,190343000.0,11432000580.0,38416000.0,952624000.0,12346208580.0
KMX,2018-02-28,2018,61.94,182660000.0,11313960400.0,44525000.0,995606000.0,12265041400.0
KMX,2019-02-28,2019,69.8,174463000.0,12177517400.0,46938000.0,1164924000.0,13295503400.0
KSS,2009-01-31,2009,34.69,306228373.0,10623062259.369999,167000000.0,2070000000.0,12526062259.369999
KSS,2010-01-30,2010,53.94,304923076.0,16447550719.439999,2267000000.0,2068000000.0,16248550719.439999
KSS,2011-01-28,2011,53.34,269515011.0,14375930686.740002,2277000000.0,486000000.0,12584930686.740002
KSS,2012-01-28,2012,49.84,253430813.0,12630991719.92,1205000000.0,4636000000.0,16061991719.92
KSS,2013-02-02,2013,46.39,235322195.0,10916596626.05,537000000.0,2597000000.0,12976596626.05
KSS,2014-02-01,2014,56.11,217892156.0,12225928873.16,971000000.0,2931000000.0,14185928873.16
KSS,2015-01-31,2015,74.26,202570093.0,15042855106.18,1407000000.0,2903000000.0,16538855106.18
KSS,2016-01-30,2016,46.67,193390804.0,9025548822.68,707000000.0,2919000000.0,11237548822.68
KSS,2017-01-28,2017,43.79,178205128.0,7803602555.12,1074000000.0,2926000000.0,9655602555.119999
KSS,2018-02-03,2018,66.09,167120622.0,11045001907.980001,1308000000.0,2923000000.0,12660001907.980001
KSS,2019-02-02,2019,66.47,164139344.0,10910342195.68,934000000.0,1976000000.0,11952342195.68
LAD,2009-12-31,2009,7.8,22037000.0,171888600.0,12776000.0,21687000.0,180799600.0
LAD,2010-12-31,2010,14.11,26062000.0,367734820.0,9306000.0,96856000.0,455284820.0
LAD,2011-12-31,2011,23.22,26230000.0,609060600.0,20851000.0,286874000.0,875083600.0
LAD,2012-12-31,2012,42.0,25696000.0,1079232000.0,42839000.0,295058000.0,1331451000.0
LAD,2013-12-31,2013,57.35,25805000.0,1479916750.0,23686000.0,252554000.0,1708784750.0
LAD,2014-12-31,2014,84.7,26121000.0,2212448700.0,29898000.0,640978000.0,2823528700.0
LAD,2015-12-31,2015,76.57,26290000.0,2013025299.9999998,45008000.0,645354000.0,2613371300.0
LAD,2016-12-31,2016,101.19,25409000.0,2571136710.0,50282000.0,790881000.0,3311735710.0
LAD,2017-12-31,2017,125.71,25065000.0,3150921150.0,57253000.0,1047352000.0,4141020150.0
LAD,2018-12-31,2018,88.53,24400000.0,2160132000.0,31600000.0,1384100000.0,3512632000.0
LAD,2019-12-31,2019,142.92,23200000.0,3315743999.9999995,84000000.0,1469900000.0,4701644000.0
LB,2009-01-31,2009,7.1,333333333.0,2366666664.2999997,1173000000.0,669000000.0,1862666664.2999997
LB,2010-01-30,2010,22.53,322302158.0,7261467619.740001,1804000000.0,2723000000.0,8180467619.740001
LB,2011-01-29,2011,32.02,323293172.0,10351847367.44,1130000000.0,2507000000.0,11728847367.44
LB,2012-01-28,2012,46.86,303571428.0,14225357116.08,935000000.0,3538000000.0,16828357116.08
LB,2013-02-02,2013,45.01,289615384.0,13035588433.84,773000000.0,4477000000.0,16739588433.84
LB,2014-02-01,2014,55.65,289423076.0,16106394179.4,1519000000.0,4976000000.0,19563394179.4
LB,2015-01-31,2015,92.44,291876750.0,26981086770.0,1681000000.0,4765000000.0,30065086770.0
LB,2016-01-30,2016,84.79,291395348.0,24707411556.920002,2548000000.0,5721000000.0,27880411556.920002
LB,2017-01-28,2017,52.39,286633663.0,15016737604.57,1934000000.0,5736000000.0,18818737604.57
LB,2018-02-03,2018,44.6,284104046.0,12671040451.6,1515000000.0,5794000000.0,16950040451.6
LB,2019-02-02,2019,26.81,276394849.0,7410145901.69,1413000000.0,5811000000.0,11808145901.689999
LCII,2009-12-31,2009,18.6,21807000.0,405610200.00000006,52365000.0,28194000.0,381439200.00000006
LCII,2010-12-31,2010,23.24,22123000.0,514138519.99999994,38880000.0,33723000.0,508981519.99999994
LCII,2011-12-31,2011,26.02,22267000.0,579387340.0,6584000.0,36169000.0,608972340.0
LCII,2012-12-31,2012,36.55,22558000.0,824494899.9999999,9939000.0,48055000.0,862610899.9999999
LCII,2013-12-31,2013,48.82,23321000.0,1138531220.0,66280000.0,47422000.0,1119673220.0
LCII,2014-12-31,2014,50.28,23911000.0,1202245080.0,4000.0,15650000.0,1217891080.0
LCII,2015-12-31,2015,57.4,24295000.0,1394533000.0,12305000.0,50000000.0,1432228000.0
LCII,2016-12-31,2016,110.0,24631000.0,2709410000.0,86170000.0,49949000.0,2673189000.0
LCII,2017-12-31,2017,114.65,25020000.0,2868543000.0,26049000.0,49924000.0,2892418000.0
LCII,2018-12-31,2018,81.96,25178000.0,2063588879.9999998,14928000.0,293528000.0,2342188880.0
LCII,2019-12-31,2019,110.32,24998000.0,2757779360.0,35359000.0,630789000.0,3353209360.0
LEA,2009-12-31,2009,34.4,0.0,0.0,1554000000.0,45000000.0,-1509000000.0
LEA,2010-12-31,2010,52.42,47407022.0,2485076093.2400002,1654000000.0,698000000.0,1529076093.2400002
LEA,2011-12-31,2011,41.7,103750223.0,4326384299.1,1754300000.0,1744600000.0,4316684299.1
LEA,2012-12-31,2012,48.72,98388228.0,4793474468.16,1402200000.0,1610200000.0,5001474468.16
LEA,2013-12-31,2013,76.84,85094889.0,6538691270.76,1137700000.0,2197500000.0,7598491270.76
LEA,2014-12-31,2014,100.35,80187516.0,8046817230.599999,1094100000.0,2663800000.0,9616517230.599998
LEA,2015-12-31,2015,103.83,76754270.0,7969395854.099999,1196600000.0,1954800000.0,8727595854.099998
LEA,2016-12-31,2016,140.97,72345436.0,10198536112.92,1271600000.0,1933600000.0,10860536112.92
LEA,2017-12-31,2017,197.67,68542363.0,13548768894.21,1500400000.0,1960500000.0,14008868894.21
LEA,2018-12-31,2018,153.72,65672164.0,10095125050.08,1493200000.0,1953900000.0,10555825050.08
LEA,2019-12-31,2019,126.08,61697192.0,7778781967.36,1487700000.0,2307800000.0,8598881967.36
LEG,2009-12-31,2009,18.26,160000000.0,2921600000.0000005,260000000.0,10000000.0,2671600000.0000005
LEG,2010-12-31,2010,22.62,0.0,0.0,244500000.0,764400000.0,519900000.0
LEG,2011-12-31,2011,22.04,145412069.0,3204882000.7599998,236300000.0,835800000.0,3804382000.7599998
